location	product_ean	store_name	code
Europe/London	6912699494562	Viewpark	GB
America/New_York	0270675728893	Gainesville	US
Europe/Brussels	3408987639492	Mouscron	BE
Asia/Kabul	1620420657609	Sar-e Pul	AF
Asia/Shanghai	4265533615886	Liaoyang	CN
America/Boise	3331325943091	Nampa	US
Asia/Shanghai	7242863742632	Zhoucun	CN
America/Santiago	8288924552528	La Ligua	CL
Australia/Melbourne	1549753767239	Frankston South	AU
Africa/Abidjan	0544530696925	Bonoua	CI
Europe/Bratislava	5581888814637	Hlohovec	SK
America/Indiana/Indianapolis	9190094267357	Granger	US
America/Maceio	5082970786486	Barra dos Coqueiros	BR
America/Mexico_City	5183765289059	Teziutlan	MX
Asia/Shanghai	7938172772780	Danjiangkou	CN
Africa/Kinshasa	9419885529925	Kasangulu	CD
Asia/Karachi	3261237060640	Fazilpur	PK
America/Los_Angeles	4324372793008	Beaumont	US
Australia/Perth	7334821044695	Willetton	AU
Europe/Zaporozhye	0319935745123	Polohy	UA
America/Recife	1651667817341	Cabo	BR
Asia/Jerusalem	6838100022035	Ramla	IL
Europe/Kiev	8588116542208	Voznesensk	UA
Europe/Paris	1889614601952	Niort	FR
America/New_York	7060418884695	Nutley	US
America/Argentina/Buenos_Aires	7288614711519	Chacabuco	AR
Asia/Manila	7473769741164	San Jose	PH
Asia/Shanghai	0944598238530	Jingzhou	CN
Europe/London	3469181217206	Belper	GB
America/New_York	6966937447315	Bridgeport	US
Asia/Karachi	4301560436978	Alipur	PK
Africa/Kampala	6932199493148	Arua	UG
America/New_York	3730671838844	Sterling	US
America/Chicago	1634319976078	New City	US
Asia/Ho_Chi_Minh	3227968195846	Sa Dec	VN
Asia/Tokyo	2816631268706	Fujioka	JP
Asia/Barnaul	4012119455806	Novosilikatnyy	RU
America/Indiana/Indianapolis	6888269113440	Greenfield	US
Asia/Kolkata	1951524801798	Moga	IN
Asia/Yangon	2844887338621	Dawei	MM
America/El_Salvador	4674922389442	Sonzacate	SV
Australia/Sydney	6048986167144	Griffith	AU
Asia/Jerusalem	8891866302009	Ramla	IL
Africa/Addis_Ababa	7355696119226	Arba Minch	ET
Africa/Dar_es_Salaam	4905883425383	Kidodi	TZ
America/Maceio	1806345858721	Lagarto	BR
America/Phoenix	0179386862639	Scottsdale	US
America/Boise	2500178419539	Nampa	US
Europe/Madrid	6515759866233	Gandia	ES
Europe/Madrid	2295074275364	Gandia	ES
Asia/Seoul	8439139091030	Eisen	KR
Asia/Manila	7315611063461	Cebu City	PH
Asia/Kolkata	8173846630341	Gariadhar	IN
America/New_York	4158596684053	Sun City Center	US
Asia/Makassar	2807716734872	Majene	ID
Africa/Dar_es_Salaam	9127569735172	Magomeni	TZ
America/New_York	5306062032610	Thomasville	US
Australia/Sydney	6487119525312	Nowra	AU
America/New_York	7425090784648	Bon Air	US
Europe/Kiev	7323425445601	Voznesensk	UA
Asia/Irkutsk	0682733879728	Ulan-Ude	RU
Australia/Melbourne	6064459504865	Wheelers Hill	AU
America/New_York	0920499186897	Clermont	US
Asia/Tokyo	9022053894956	Hakodate	JP
Asia/Shanghai	1843905455433	Huangshi	CN
Europe/Berlin	7256262410030	Neuburg an der Donau	DE
Asia/Qyzylorda	8926651288494	Kyzylorda	KZ
Europe/Rome	5344970396578	Agrigento	IT
America/Los_Angeles	3260854092270	Lompoc	US
America/New_York	4184911077637	Taunton	US
Asia/Shanghai	6223849030623	Haicheng	CN
Asia/Krasnoyarsk	3761125193264	Lesosibirsk	RU
America/Bogota	3952892651716	Madrid	CO
Africa/Accra	9594896347192	Tarkwa	GH
America/Los_Angeles	9734406050116	Davis	US
Europe/Berlin	5059506583109	Schleswig	DE
America/Guatemala	5850498882818	Chichicastenango	GT
Africa/Johannesburg	7710855386800	Mokopane	ZA
Asia/Shanghai	8876028158908	Xinzhou	CN
Pacific/Auckland	7065000369604	Gisborne	NZ
Africa/Libreville	3682550165292	Franceville	GA
Asia/Kolkata	1814518444947	Jais	IN
America/New_York	9305267002820	Lexington	US
America/New_York	2136791918496	Keene	US
America/Glace_Bay	7505430926331	Sydney	CA
America/New_York	9452486837891	Deltona	US
Asia/Kolkata	9624757397766	Lal Bahadur Nagar	IN
America/Los_Angeles	3989130168347	Lompoc	US
America/New_York	3626623897673	West Chester	US
America/Chicago	7538038667443	Abilene	US
Asia/Yekaterinburg	4852361198898	Oktyabr’skiy	RU
Asia/Kolkata	1851250963848	Patti	IN
America/Matamoros	7806935557632	Heroica Matamoros	MX
Asia/Kolkata	0285196650165	Puducherry	IN
Europe/Vienna	6740861015389	Sankt Peter	AT
America/New_York	7496708526691	Martinsburg	US
Asia/Shanghai	3030518185705	Shuangcheng	CN
Europe/Madrid	8585982910087	Reus	ES
Europe/Amsterdam	0013088948294	Hoogezand	NL
Asia/Tokyo	7527226568945	Nonoichi	JP
Asia/Kolkata	0395067293343	Tiruppuvanam	IN
Europe/Samara	8107482614960	Otradnyy	RU
Asia/Manila	1034422553218	Santa Catalina	PH
Asia/Shanghai	3007032826605	Hengshui	CN
America/New_York	0833635926601	Lutz	US
Europe/London	5500724780325	Chapletown	GB
Asia/Dushanbe	1550164404088	Vahdat	TJ
Europe/Berlin	6222869350674	Reutlingen	DE
Asia/Shanghai	8915006579943	Zaozhuang	CN
America/Lima	9278320791811	Minas de Marcona	PE
America/El_Salvador	3148717848892	Sonzacate	SV
Asia/Jakarta	0724370322462	Labuhan Deli	ID
Europe/London	3408253586314	Devizes	GB
Europe/Amsterdam	9330223822723	Hoogezand	NL
America/Toronto	7716169276783	Norfolk County	CA
Africa/Mogadishu	4408443750289	Kismayo	SO
Europe/Paris	1315887554683	Pamiers	FR
Africa/Maputo	3875071842883	Maxixe	MZ
Europe/London	9360747167413	Viewpark	GB
America/Los_Angeles	3985195422936	South Whittier	US
Asia/Dili	0591066465181	Maliana	TL
Asia/Karachi	3121177841931	Bhit Shah	PK
Europe/London	3410729248176	Hartley	GB
America/Chicago	6920937103886	Palestine	US
America/Los_Angeles	0242100565472	Porterville	US
Australia/Perth	6407173677406	Perth	AU
Asia/Yakutsk	1565262637498	Aykhal	RU
Africa/Algiers	2566740869485	Bordj Zemoura	DZ
Europe/Amsterdam	1124775961980	Zeist	NL
America/Chicago	7194712538012	Rosemount	US
America/Argentina/Cordoba	1806985811407	Esperanza	AR
Europe/Saratov	8277003989232	Privolzhskiy	RU
Asia/Tokyo	6325963010649	Nonoichi	JP
Asia/Kolkata	8829691557288	Kashipur	IN
Africa/Dar_es_Salaam	1978134312674	Chanika	TZ
Europe/Istanbul	3157702090574	Serinhisar	TR
Europe/London	9570426134463	Arbroath	GB
America/Havana	5325458462350	Jaruco	CU
Pacific/Auckland	7103527659034	Gisborne	NZ
Europe/Moscow	5393205904880	Kashira	RU
Asia/Seoul	7445565802967	Hongseong	KR
Asia/Yekaterinburg	8517797584023	Oktyabr’skiy	RU
Asia/Bangkok	3437720570464	Nakhon Pathom	TH
Asia/Bangkok	8733388339814	Nakhon Si Thammarat	TH
America/Los_Angeles	3515564830002	Bothell West	US
Asia/Shanghai	0964246758777	Yanliang	CN
Asia/Seoul	2578426102304	Hongseong	KR
Asia/Dushanbe	9977342888874	Vahdat	TJ
Europe/Madrid	6979036181813	Palafrugell	ES
America/Bogota	1164654519611	Andes	CO
America/New_York	5283652362077	Toledo	US
Asia/Kolkata	6338684379148	Hungund	IN
Europe/Moscow	5506378783248	Bogoroditsk	RU
Europe/Paris	4418496487148	Valence	FR
America/Los_Angeles	6004674801370	Sunnyside	US
America/Chicago	3227111718403	Schererville	US
America/Toronto	1809480689465	Sainte-Catherine	CA
America/New_York	4240191513149	Fitchburg	US
Europe/Madrid	4510025684919	Novelda	ES
Asia/Shanghai	0908017018486	Liaoyang	CN
Asia/Damascus	4390812289912	Binnish	SY
America/Halifax	1294623359334	Charlottetown	CA
Asia/Kolkata	4832500503745	Kenda	IN
Asia/Kolkata	2152146535392	Kheda	IN
Asia/Shanghai	9718565698853	Dongfeng	CN
America/Sao_Paulo	0008028776181	Caldas Novas	BR
Asia/Riyadh	3582008587778	Al Jubayl	SA
America/Chicago	7777386235274	Pleasant Prairie	US
America/New_York	5516966404905	Dublin	US
Asia/Baku	3035220006683	Qazax	AZ
America/Fortaleza	2393486707210	Guaraciaba do Norte	BR
Africa/Kinshasa	8320387364321	Kasangulu	CD
Asia/Kolkata	1820622856187	Tiruppuvanam	IN
America/Denver	0499788378133	Carlsbad	US
Europe/Rome	2983573633968	Misterbianco	IT
Europe/Istanbul	6635771549331	Edremit	TR
Asia/Manila	4575589669024	Recodo	PH
Europe/Berlin	8545833484372	Bensheim	DE
Asia/Kuala_Lumpur	3379763422327	Gua Musang	MY
America/Lima	4324647613345	Minas de Marcona	PE
America/Los_Angeles	1044013116296	Camarillo	US
Asia/Manila	8849135352545	Antipolo	PH
Europe/Paris	0150390564917	Saint-Genis-Laval	FR
Asia/Kolkata	0885819806216	Gorakhpur	IN
Africa/Kinshasa	6320676022484	Kasangulu	CD
Asia/Tokyo	4356980599864	Suzaka	JP
Europe/Madrid	9406183653278	Leioa	ES
Africa/Casablanca	5714463448129	Azrou	MA
Asia/Tokyo	4071825448984	Toyokawa	JP
Asia/Yekaterinburg	7809789073433	Ozersk	RU
America/New_York	2722051269752	Keene	US
Europe/Paris	7949461412485	Les Olives	FR
Asia/Kolkata	6757749378825	Supaul	IN
America/New_York	2323679604651	Peabody	US
Asia/Tokyo	7118809781297	Ina	JP
Europe/Stockholm	9654653917973	Boo	SE
Asia/Shanghai	4936178950099	Shuangcheng	CN
Europe/London	4964691138038	Thetford	GB
Asia/Shanghai	4321354255561	Pucheng	CN
America/Bahia	9284761057263	Tucano	BR
Europe/Moscow	5202317448253	Nizhniy Lomov	RU
Europe/Volgograd	6098122977229	Mikhaylovka	RU
Asia/Yekaterinburg	7049796821058	Izluchinsk	RU
Europe/Paris	2316087007282	Arles	FR
America/Santarem	8504856099154	Altamira	BR
America/Los_Angeles	8212296385026	Aloha	US
Europe/Rome	0324273250529	Misterbianco	IT
Asia/Kolkata	9862178843015	Madhipura	IN
Europe/Paris	3454700602816	Marseille 11	FR
Africa/Algiers	7511507317995	Bordj Zemoura	DZ
America/Lima	0072088574797	Yunguyo	PE
Asia/Urumqi	1254403058970	Hoxtolgay	CN
America/New_York	9751973995084	Waterbury	US
Europe/Moscow	9865218638343	Krymsk	RU
America/Chicago	4857519686586	Searcy	US
Africa/Algiers	5505183549308	Beni Douala	DZ
Africa/Lagos	6418483501459	Biu	NG
America/Santiago	8218826924291	La Ligua	CL
Europe/Moscow	1035457395286	Naro-Fominsk	RU
America/Argentina/Cordoba	5847532763967	Rafaela	AR
Asia/Kolkata	9669936447580	Manjeri	IN
America/New_York	2208708436024	Sicklerville	US
America/Havana	5397856481035	Corralillo	CU
Asia/Kolkata	8919529932568	Sojat	IN
Asia/Colombo	8514500777116	Dehiwala-Mount Lavinia	LK
America/New_York	4156656262623	Massapequa	US
Asia/Yekaterinburg	4029613448944	Ozersk	RU
Asia/Kolkata	6046829368987	Bhuban	IN
America/New_York	5636686114974	Lebanon	US
America/Chicago	6379437747487	Rosemount	US
Africa/Algiers	3389835403871	Messaad	DZ
Asia/Jerusalem	2402839641023	Rahat	IL
Asia/Manila	2686945637181	Sorsogon	PH
Europe/Berlin	3672069838893	Ehingen	DE
America/New_York	5121356262296	Clermont	US
America/Chicago	7107148750385	Grand Forks	US
Europe/London	3235551417510	Westbury	GB
Asia/Kolkata	9236588923351	Jais	IN
America/Bogota	7550160326364	El Copey	CO
America/Los_Angeles	8749255512228	Keizer	US
Asia/Kolkata	6966076060161	Pandua	IN
Asia/Seoul	4779535971159	Goyang-si	KR
Europe/Moscow	0860781655604	Zhukovka	RU
America/New_York	0709824554774	Milledgeville	US
Europe/Warsaw	4411481021358	Reda	PL
Asia/Yekaterinburg	3237247360674	Lesnoy	RU
Asia/Dushanbe	9505171567440	Vahdat	TJ
Europe/Istanbul	9876822220541	Edremit	TR
America/Sao_Paulo	2366156762048	Miracema	BR
Europe/Madrid	1275583855951	San Fernando de Henares	ES
Europe/Moscow	4640623191547	Zhukovka	RU
Europe/Samara	1686755277462	Otradnyy	RU
America/Sao_Paulo	2994326087556	Artur Nogueira	BR
America/Los_Angeles	9492318923613	Porterville	US
Asia/Aden	6868021746963	Ataq	YE
Asia/Kuala_Lumpur	0329610434129	Batu Feringgi	MY
Asia/Seoul	6807076699947	Nonsan	KR
America/New_York	6695535219061	Kendall	US
Europe/Berlin	3291696383349	Friedberg	DE
Europe/Rome	5446518535989	Castelfranco Emilia	IT
Europe/Rome	6410073891926	Mesagne	IT
America/Mexico_City	7948792635952	Salvatierra	MX
Australia/Sydney	5109903682506	Baulkham Hills	AU
Asia/Tokyo	9003571452057	Hakodate	JP
Europe/Andorra	2130922070244	les Escaldes	AD
America/Recife	2841780106456	Catende	BR
Europe/Moscow	5976071304864	Dyat’kovo	RU
Asia/Kolkata	7865182069695	Teghra	IN
Asia/Aqtobe	7391232854756	Shalqar	KZ
America/Havana	3616871722360	Corralillo	CU
America/New_York	3348846935825	Covington	US
America/Caracas	4765770921905	Barinas	VE
Europe/Berlin	5698602003311	Finnentrop	DE
America/Matamoros	4570097072625	Heroica Matamoros	MX
Europe/Rome	7823781882909	Misterbianco	IT
Africa/Accra	2913093173736	Mampong	GH
Asia/Shanghai	4787219857941	Hengshui	CN
Asia/Kolkata	1389113607245	Pilkhua	IN
America/Chicago	8098240450275	Longview	US
Asia/Kolkata	3959770477246	Sojat	IN
America/Recife	4651407142099	Catende	BR
Africa/Tunis	4442419631066	Beni Khiar	TN
Europe/Berlin	1332204046485	Oschatz	DE
America/Chicago	2009354710199	Shreveport	US
America/Los_Angeles	9039638591247	Norco	US
Africa/Lagos	1355144487460	Kafanchan	NG
America/New_York	0235980150173	Gainesville	US
Asia/Bangkok	5952410223249	Nakhon Pathom	TH
America/New_York	5958358034053	Clermont	US
Africa/Dar_es_Salaam	4982539472748	Mvomero	TZ
Europe/Amsterdam	8932446279264	Culemborg	NL
Asia/Shanghai	9284621951465	Dongdu	CN
America/Chicago	7796329157930	Huntley	US
America/New_York	9080089039581	Harrisburg	US
Europe/Rome	9480750512137	Portogruaro	IT
Asia/Seoul	9055647785590	Goyang-si	KR
Europe/Moscow	2756647332629	Alatyr’	RU
Europe/Stockholm	4202167068503	Hudiksvall	SE
Europe/London	2888893372736	Kingston upon Hull	GB
Asia/Tokyo	4484626911838	Shinshiro	JP
America/Recife	4784537306298	Catende	BR
Asia/Kolkata	7120416801275	Amreli	IN
America/Los_Angeles	7141557515302	Troutdale	US
Asia/Ho_Chi_Minh	1154417714681	Sa Dec	VN
America/Santiago	7526942004591	San Bernardo	CL
Atlantic/Canary	3088893081556	Maspalomas	ES
Europe/Rome	6940377480316	Roseto degli Abruzzi	IT
Europe/Brussels	9719930263256	Gembloux	BE
America/Mexico_City	4927624919159	Oaxaca	MX
Europe/Copenhagen	7745157786829	Frederiksberg	DK
America/Halifax	0000872517132	Charlottetown	CA
America/Boise	8588615676114	Nampa	US
America/New_York	4315570866106	Venice	US
America/Caracas	6104057205846	Barinas	VE
Asia/Tokyo	8914614999457	Sasayama	JP
Asia/Kolkata	7217159646956	Kangayam	IN
Asia/Tashkent	1819274116633	Parkent	UZ
Asia/Kolkata	4717418372778	Deoli	IN
Asia/Bangkok	2099555975961	Bang Ban	TH
Europe/Istanbul	3295665239033	Edremit	TR
Asia/Kolkata	1766664398295	Bachhraon	IN
Europe/Chisinau	7117689188691	Soroca	MD
America/El_Salvador	4284986688261	Ilopango	SV
Asia/Kolkata	6556705718565	Bhayandar	IN
Europe/Zurich	2433833064877	Onex	CH
America/Los_Angeles	3977015597917	Bothell	US
Asia/Dhaka	5675619513132	Kushtia	BD
Europe/Kiev	2929728313491	Zvenihorodka	UA
America/Sao_Paulo	0744618292630	Sarandi	BR
Asia/Tokyo	5269525106856	Fujioka	JP
Asia/Shanghai	4614514118463	Pucheng	CN
Asia/Shanghai	2254713884213	Taozhuang	CN
Africa/Blantyre	0628641298565	Salima	MW
Asia/Yekaterinburg	0688687845475	Oktyabr’skiy	RU
America/Chicago	0101386740938	Muskogee	US
Europe/Berlin	0235491747794	Karben	DE
Asia/Kolkata	6059374252038	Rangia	IN
America/New_York	2470691275588	Acworth	US
Asia/Yekaterinburg	3548825536108	Kachkanar	RU
Africa/Kampala	9101266282566	Kitgum	UG
Asia/Kolkata	6893005551189	Chharra	IN
America/New_York	7981059896819	Sterling	US
Europe/London	4537457838413	Newbury	GB
America/Porto_Velho	5385732262007	Porto Velho	BR
Asia/Dushanbe	1024706311757	Vahdat	TJ
America/New_York	4808244475969	Stockbridge	US
Europe/Paris	8644726199802	Marseille 11	FR
Europe/Madrid	0578580801596	Gernika-Lumo	ES
Europe/Moscow	4260618769102	Volokolamsk	RU
America/Denver	2049725280036	Saratoga Springs	US
America/New_York	4881914827831	Leland	US
America/Los_Angeles	9696904310713	Glendale	US
America/Fortaleza	5726631056746	Barras	BR
Europe/Amsterdam	5642376357828	Hardenberg	NL
Europe/Warsaw	4168777898810	Reda	PL
Asia/Bangkok	2917861028143	Roi Et	TH
Europe/London	3911110033109	Leyland	GB
Europe/Paris	5154192533541	Saint-Genis-Laval	FR
America/Chicago	8470139804503	Odessa	US
Europe/Paris	1110857595082	Marly-le-Roi	FR
Australia/Sydney	3157527808866	Nowra	AU
Australia/Perth	6376486540977	Perth	AU
Australia/Sydney	6238522127026	Nowra	AU
Africa/Dar_es_Salaam	8726256541396	Mwandiga	TZ
Asia/Dhaka	0169759221910	Manikchari	BD
Europe/London	4330166200072	Southsea	GB
Europe/London	9736157695745	Penzance	GB
Africa/Lagos	3407125969668	Kafanchan	NG
Asia/Karachi	6826654676156	Qadirpur Ran	PK
Europe/Rome	2882295183464	Catania	IT
Africa/Lubumbashi	6347471628154	Beni	CD
America/Mexico_City	8516137409873	Oaxaca	MX
Asia/Shanghai	3163634412179	Zhoushan	CN
America/Lima	6984761946552	Iquitos	PE
Europe/Brussels	8092339265160	Beveren	BE
America/New_York	1328781288370	Lexington	US
America/Costa_Rica	0757161761010	Liberia	CR
America/Managua	6452507989823	Somoto	NI
Africa/Lubumbashi	5943274942889	Yangambi	CD
Asia/Kuala_Lumpur	3725235962103	Ulu Tiram	MY
America/Denver	8214658250218	Carlsbad	US
Asia/Bangkok	7669772324986	Tak Bai	TH
Europe/London	2326510292550	Thetford	GB
Europe/London	9870295079200	Thetford	GB
America/New_York	3899299279030	Deltona	US
America/Fortaleza	2280276170579	Guaraciaba do Norte	BR
Europe/Malta	6086991930988	Valletta	MT
America/New_York	8762010409564	Newburgh	US
Asia/Kolkata	9404698407454	Dombivli	IN
Asia/Kolkata	0786171344890	Pilkhua	IN
Asia/Manila	2887989432187	La Trinidad	PH
Europe/Samara	1318352461851	Otradnyy	RU
Europe/Berlin	1208352797121	Weimar	DE
Asia/Kolkata	6248281610059	Narwar	IN
Europe/London	6033721360072	Aberdeen	GB
Asia/Kolkata	2606979629037	Kalavoor	IN
Asia/Tokyo	1699185716081	Gero	JP
Asia/Jakarta	0172654430509	Tebingtinggi	ID
America/Guayaquil	4068603635162	Cuenca	EC
Europe/Sofia	4426762368794	Aytos	BG
America/Chicago	4300317645601	Rolla	US
Asia/Manila	5115412513774	San Jose	PH
Indian/Reunion	3997818611894	Saint-Denis	RE
Europe/Moscow	4347606260435	Buynaksk	RU
Asia/Kolkata	2154066634209	Jais	IN
America/New_York	7752415180183	Stockbridge	US
Asia/Kolkata	5942592540364	Barpeta	IN
America/Lima	3993602233327	Minas de Marcona	PE
America/Santiago	3491933801166	San Bernardo	CL
Europe/London	1430347240903	Blackpool	GB
Europe/Paris	1052079421957	Sceaux	FR
Europe/Berlin	3520726553026	Finnentrop	DE
Asia/Manila	4292735559335	Dipolog	PH
America/Chicago	0353623902627	Palestine	US
Asia/Tokyo	5374901677414	Shinshiro	JP
America/New_York	9824386702003	Fitchburg	US
Europe/Berlin	6777034202444	Stuttgart	DE
America/Chicago	9381532614394	Odessa	US
America/Los_Angeles	9226979914372	Aloha	US
Asia/Jakarta	0512046803311	Pameungpeuk	ID
Europe/Istanbul	1467787290472	Mudanya	TR
Europe/Rome	6745497017455	Villabate	IT
Europe/Lisbon	6345466712017	Carnaxide	PT
Asia/Vladivostok	6197765459939	Lesozavodsk	RU
Asia/Kolkata	1551484799793	Puducherry	IN
America/Recife	5718839982613	Cabo	BR
Asia/Manila	4643140408662	Pilar	PH
America/Montevideo	7969795141349	Durazno	UY
Asia/Samarkand	2677331369588	Jizzax	UZ
Australia/Perth	5230462355645	Willetton	AU
Asia/Tehran	7498787656610	Aleshtar	IR
Asia/Shanghai	7733366696237	Haicheng	CN
America/New_York	1287411028789	Fitchburg	US
America/New_York	0557738101849	Newburgh	US
Africa/Lagos	6443786819543	Biu	NG
Europe/London	9074533312665	Westbury	GB
Europe/Warsaw	4460281837690	Brzeg	PL
America/Bogota	1647666831013	San Carlos	CO
Europe/Paris	0847370532300	Quimper	FR
Africa/Tripoli	7623779329863	Ajdabiya	LY
Europe/Paris	0285291313446	Talence	FR
America/New_York	2904069183200	Morningside Heights	US
Asia/Kolkata	2259038768743	Kundla	IN
America/New_York	0983473160672	Kensington	US
Asia/Kolkata	9023158151852	Diamond Harbour	IN
Africa/Maputo	5033006378250	Maxixe	MZ
America/Chicago	0805422683820	Lower West Side	US
Asia/Jakarta	5123579634485	Randudongkal	ID
Europe/Moscow	0997980645270	Solntsevo	RU
Asia/Hong_Kong	5154879855300	Tsuen Wan	HK
Asia/Urumqi	2414940941312	Hoxtolgay	CN
Africa/Accra	8008029146466	Tarkwa	GH
Asia/Karachi	5354702383455	Naushahra Virkan	PK
America/New_York	7100354076713	Cypress Hills	US
Europe/Madrid	2489816657758	Cardedeu	ES
Europe/Paris	2763343740856	Montpellier	FR
America/Argentina/Buenos_Aires	5638306802704	Barracas	AR
Asia/Tokyo	3846682400700	Annaka	JP
Europe/London	5997413574110	Great Wyrley	GB
Europe/Berlin	0406955384385	Walsrode	DE
Europe/Skopje	6034139848381	Bogovinje	MK
Europe/Berlin	4867270216168	Bad Honnef	DE
Europe/Amsterdam	3247325590244	Emmeloord	NL
Asia/Shanghai	9460382982300	Meizhou	CN
Asia/Yangon	4467258700001	Dawei	MM
Europe/Madrid	2238194975691	Villaquilambre	ES
Asia/Shanghai	2769863030316	Jingzhou	CN
Asia/Kolkata	6757214965307	Uran	IN
America/Merida	5441494258556	Progreso	MX
America/Sao_Paulo	8749973073766	Esmeraldas	BR
Africa/Libreville	4247645226372	Franceville	GA
Europe/London	2545898190610	Lower Earley	GB
Africa/Dar_es_Salaam	1301576795000	Chanika	TZ
Asia/Shanghai	7927886729210	Boli	CN
America/New_York	8034078088495	Lutz	US
Asia/Kolkata	3856435992062	Gingee	IN
America/Argentina/Buenos_Aires	1648984345169	Tandil	AR
Europe/London	7365941924918	Aberdeen	GB
Asia/Tashkent	5792735003245	Parkent	UZ
America/Los_Angeles	1036458852778	Opportunity	US
America/New_York	2912435064428	Sun City Center	US
America/New_York	1921741220849	Fayetteville	US
Europe/Istanbul	8386743769384	Serinhisar	TR
Europe/Berlin	0759963288443	Neuburg an der Donau	DE
Asia/Karachi	2173127420247	Hasilpur	PK
Europe/Moscow	8215284711531	Petrozavodsk	RU
Asia/Tokyo	4205823167800	Fujioka	JP
America/New_York	5091543960529	East Haven	US
Europe/Minsk	3983925076862	Vitebsk	BY
America/Chicago	2173244267077	Crystal Lake	US
America/New_York	4952317036660	East Haven	US
Asia/Yekaterinburg	8272016965716	Saraktash	RU
America/Mexico_City	9451471624171	Tuxtla	MX
Asia/Jerusalem	2740944203546	Ganei Tikva	IL
America/Mexico_City	7978808478204	Casa Blanca	MX
Africa/Lubumbashi	9254993043075	Kamina	CD
America/Sao_Paulo	7524353037900	Itabirito	BR
America/Chicago	2892370026494	Palestine	US
America/Santiago	1043018748433	Ovalle	CL
Europe/Berlin	0309087051821	Weimar	DE
Europe/Rome	9603731550755	Montecchio Maggiore-Alte Ceccato	IT
Europe/London	0952037517368	Clacton-on-Sea	GB
America/Montevideo	2148085362342	Durazno	UY
Asia/Manila	3280758514722	Baliuag	PH
Europe/Istanbul	4120508338910	Yakuplu	TR
America/Chicago	7440697500668	Longview	US
Asia/Jakarta	9520569972279	Kudus	ID
Asia/Krasnoyarsk	8291538490780	Sharypovo	RU
America/New_York	6596941008341	Punta Gorda Isles	US
America/Los_Angeles	9742750954066	Indio	US
Asia/Shanghai	6260436192081	Haicheng	CN
America/Bogota	9493893530838	Madrid	CO
Europe/Andorra	8749725805782	les Escaldes	AD
Europe/London	1999503631479	Selby	GB
Africa/Algiers	3075867391803	Boumerdas	DZ
Europe/London	3263974520692	High Wycombe	GB
Asia/Shanghai	1757485986112	Jiangyan	CN
America/New_York	8321682457961	Harrisburg	US
Europe/Moscow	8696808361126	Bogoroditsk	RU
America/Toronto	7716115665128	Dorval	CA
America/Chicago	3765313285779	Brenham	US
Europe/Vienna	5203810817454	Floridsdorf	AT
Europe/Rome	6301150760238	Misterbianco	IT
America/Chicago	4485582792868	Brentwood Estates	US
Europe/Bratislava	8605453600849	Skalica	SK
Europe/Moscow	9989438725925	Kireyevsk	RU
Asia/Karachi	0711106776071	Kanganpur	PK
Asia/Bangkok	0937317907091	Tak Bai	TH
Europe/Brussels	3986969699882	Temse	BE
Europe/Brussels	8324392917169	Mouscron	BE
Africa/Kampala	3275167485541	Arua	UG
Europe/Brussels	5718680165715	Beveren	BE
Asia/Vladivostok	5964177388567	Nikolayevsk-on-Amure	RU
Europe/Paris	1922292672972	Arles	FR
Asia/Kolkata	3946446662594	Malaut	IN
America/Merida	0420772539681	Progreso	MX
America/Sao_Paulo	5778959464833	Artur Nogueira	BR
America/Sao_Paulo	7811133868640	Buri	BR
Africa/Lubumbashi	2532784360660	Beni	CD
Asia/Shanghai	5210828223436	Dongdu	CN
Africa/Casablanca	1911092459555	Oulmes	MA
Europe/London	4617500440340	Lymington	GB
America/Chicago	9831490077613	Palestine	US
Africa/Johannesburg	8915011430710	Mokopane	ZA
America/Argentina/Cordoba	2277319820621	Rafaela	AR
Asia/Yangon	1246585682869	Myawadi	MM
Europe/Paris	4919282107665	Marseille 11	FR
Asia/Tehran	1379895053279	Aleshtar	IR
America/Chicago	0383035509473	Tupelo	US
Asia/Karachi	9110350993714	Fazilpur	PK
Africa/Conakry	3475927569317	Camayenne	GN
Asia/Makassar	4883286206382	Majene	ID
America/Detroit	3917105962744	Canton	US
Europe/Istanbul	2119854629713	Yakuplu	TR
Europe/Minsk	3444356235155	Dobrush	BY
America/New_York	3525950826830	Peabody	US
Asia/Yangon	8196619557454	Kyaikto	MM
Pacific/Efate	6666892165216	Port-Vila	VU
America/New_York	1888726710699	Acworth	US
Asia/Kolkata	5981352718834	Amreli	IN
Asia/Jakarta	0436920748492	Randudongkal	ID
America/New_York	9713343496973	Malden	US
America/Chicago	7066324160342	Tupelo	US
Europe/Rome	3147120533029	Falconara Marittima	IT
America/New_York	2650873005794	Sterling	US
Asia/Jakarta	2449507308024	Diwek	ID
Europe/Madrid	7567566689627	Segundo Ensanche	ES
Asia/Shanghai	5650069466825	Haicheng	CN
Asia/Kolkata	3333976942034	Hungund	IN
America/Chicago	5388878778036	Fairview Heights	US
Asia/Tokyo	2581918951465	Shinshiro	JP
America/Los_Angeles	6183166179743	Santa Maria	US
Africa/Dar_es_Salaam	3721480955860	Same	TZ
America/Los_Angeles	0839879252469	Glendale	US
America/Los_Angeles	5666600779361	Pahrump	US
Europe/London	1954879205822	Poulton-le-Fylde	GB
America/Los_Angeles	3653722923835	Redding	US
America/Sao_Paulo	0419192804165	Miracema	BR
